X,Real,Imaginary
14.99588748,-0.002747081,0.004254455
14.99436209,-0.002693115,0.004139462
14.9928367,-0.002761596,0.004166696
14.99131131,-0.002716436,0.004302676
14.98978592,-0.0027046,0.004126254
14.98826053,-0.002794582,0.004210181
14.98673514,-0.002656791,0.004154397
14.98520975,-0.002739503,0.004122756
14.98368436,-0.002805597,0.004167233
14.98215896,-0.002829259,0.004211847
14.98063357,-0.002797244,0.004275362
14.97910818,-0.00269598,0.004273233
14.97758279,-0.002715866,0.004200535
14.9760574,-0.002757984,0.004198251
14.97453201,-0.00270217,0.004230456
14.97300662,-0.002757958,0.004112339
14.97148123,-0.002765278,0.004141215
14.96995584,-0.002794712,0.004329578
14.96843045,-0.002637196,0.004188384
14.96690505,-0.002779782,0.00407224
14.96537966,-0.002796904,0.004146553
14.96385427,-0.002845497,0.00416272
14.96232888,-0.002790657,0.004232008
14.96080349,-0.002823304,0.004218458
14.9592781,-0.002862784,0.004287305
14.95775271,-0.00277269,0.004292674
14.95622732,-0.002733553,0.004213884
14.95470193,-0.002638574,0.004268575
14.95317653,-0.002721025,0.004142897
14.95165114,-0.002853271,0.004202906
14.95012575,-0.002678732,0.004176189
14.94860036,-0.002839724,0.004109924
14.94707497,-0.00288458,0.004215765
14.94554958,-0.002798626,0.004234031
14.94402419,-0.002811766,0.004275211
14.9424988,-0.002867859,0.00433205
14.94097341,-0.002734854,0.004291502
14.93944802,-0.002763187,0.0042215
14.93792262,-0.002715511,0.004270714
14.93639723,-0.002724489,0.004201516
14.93487184,-0.002757594,0.004249277
14.93334645,-0.002750321,0.004267617
14.93182106,-0.002740193,0.004238371
14.93029567,-0.002741459,0.004139732
14.92877028,-0.002688629,0.004214607
14.92724489,-0.002872875,0.004247195
14.9257195,-0.002784072,0.004161527
14.9241941,-0.002835643,0.004234412
14.92266871,-0.002828153,0.00432594
14.92114332,-0.002808813,0.00436539
14.91961793,-0.002692104,0.004160908
14.91809254,-0.002714671,0.004256157
14.91656715,-0.002789968,0.004154931
14.91504176,-0.002842436,0.004277175
14.91351637,-0.002781311,0.004309285
14.91199098,-0.002657502,0.004230189
14.91046559,-0.00282349,0.004224056
14.90894019,-0.002651767,0.004242353
14.9074148,-0.002766235,0.004130958
14.90588941,-0.00286818,0.00417447
14.90436402,-0.002800828,0.004374083
14.90283863,-0.002780226,0.004186377
14.90131324,-0.002767442,0.004197295
14.89978785,-0.002762874,0.00413662
14.89826246,-0.002877596,0.004335085
14.89673707,-0.002776696,0.004274524
14.89521168,-0.002893771,0.004255032
14.89368628,-0.00274443,0.004249314
14.89216089,-0.002820341,0.004240652
14.8906355,-0.002712251,0.004212103
14.88911011,-0.002861298,0.004280328
14.88758472,-0.002857985,0.004278208
14.88605933,-0.002793449,0.004343266
14.88453394,-0.002737159,0.004264102
14.88300855,-0.002791576,0.004153089
14.88148316,-0.002795048,0.004313202
14.87995776,-0.002824291,0.004245981
14.87843237,-0.002852412,0.004349225
14.87690698,-0.002732322,0.004202754
14.87538159,-0.002797774,0.004312939
14.8738562,-0.002851328,0.004207233
14.87233081,-0.00285865,0.004379052
14.87080542,-0.002877073,0.004279773
14.86928003,-0.002683054,0.004432908
14.86775464,-0.002792437,0.004301731
14.86622925,-0.00287185,0.004283918
14.86470385,-0.002719923,0.004372949
14.86317846,-0.002709584,0.004280286
14.86165307,-0.002731616,0.004239983
14.86012768,-0.002855923,0.004271554
14.85860229,-0.002706718,0.004392663
14.8570769,-0.002787573,0.004314082
14.85555151,-0.0027005,0.004374829
14.85402612,-0.002750466,0.004247946
14.85250073,-0.002802712,0.004206518
14.85097533,-0.002798018,0.004339525
14.84944994,-0.002709744,0.004348005
14.84792455,-0.002706821,0.004292983
14.84639916,-0.002704528,0.004281823
14.84487377,-0.00280604,0.004204342
14.84334838,-0.002871582,0.00429407
14.84182299,-0.002802168,0.004330621
14.8402976,-0.002650602,0.004356374
14.83877221,-0.002761989,0.004355795
14.83724682,-0.00268648,0.00419674
14.83572142,-0.002765325,0.004282467
14.83419603,-0.002675187,0.004244631
14.83267064,-0.00276718,0.004233491
14.83114525,-0.002766219,0.004212278
14.82961986,-0.002741154,0.004259896
14.82809447,-0.002797882,0.004116401
14.82656908,-0.002861961,0.004314069
14.82504369,-0.002839138,0.004289029
14.8235183,-0.002855837,0.004388288
14.82199291,-0.002782428,0.004230662
14.82046751,-0.002686806,0.004275521
14.81894212,-0.002810233,0.004302384
14.81741673,-0.002829778,0.004344861
14.81589134,-0.002828552,0.004279002
14.81436595,-0.0027054,0.004256395
14.81284056,-0.00273204,0.004325051
14.81131517,-0.002891033,0.004226961
14.80978978,-0.00283832,0.004332084
14.80826439,-0.002746007,0.004310509
14.80673899,-0.00278554,0.004324404
14.8052136,-0.002756923,0.004348222
14.80368821,-0.002831828,0.004233023
14.80216282,-0.002701723,0.004187807
14.80063743,-0.002843683,0.004346896
14.79911204,-0.002845135,0.004283679
14.79758665,-0.002841245,0.004298998
14.79606126,-0.002790832,0.004380837
14.79453587,-0.002773072,0.004267685
14.79301048,-0.002842551,0.004358829
14.79148508,-0.002739452,0.004414986
14.78995969,-0.002807261,0.004288384
14.7884343,-0.002816836,0.004360703
14.78690891,-0.002745323,0.00431011
14.78538352,-0.002741126,0.00438413
14.78385813,-0.002794281,0.004222114
14.78233274,-0.002689493,0.004360093
14.78080735,-0.002879453,0.004264195
14.77928196,-0.002805372,0.004423148
14.77775657,-0.0027903,0.004295602
14.77623117,-0.002723026,0.004339704
14.77470578,-0.002845538,0.004277252
14.77318039,-0.002682109,0.004361673
14.771655,-0.00275211,0.00426017
14.77012961,-0.002752685,0.004321492
14.76860422,-0.002837817,0.004292988
14.76707883,-0.00284466,0.004273341
14.76555344,-0.00276784,0.004292288
14.76402805,-0.002854148,0.004429559
14.76250265,-0.002759981,0.004328788
14.76097726,-0.00271374,0.004316339
14.75945187,-0.002916705,0.004255051
14.75792648,-0.002790244,0.004417204
14.75640109,-0.002793797,0.00445153
14.7548757,-0.002791222,0.004326372
14.75335031,-0.002663649,0.004439624
14.75182492,-0.002768228,0.00424153
14.75029953,-0.002774488,0.004368242
14.74877414,-0.002717356,0.004274225
14.74724874,-0.002752348,0.004316279
14.74572335,-0.002751086,0.004362033
14.74419796,-0.002735232,0.004208628
14.74267257,-0.002834951,0.004365066
14.74114718,-0.002857572,0.004291864
14.73962179,-0.00274629,0.004382426
14.7380964,-0.00287422,0.004299361
14.73657101,-0.002684087,0.004297036
14.73504562,-0.002793204,0.004339778
14.73352022,-0.002871278,0.004239703
14.73199483,-0.002875951,0.004525875
14.73046944,-0.002651886,0.004369641
14.72894405,-0.002735341,0.004336773
14.72741866,-0.002817276,0.004240958
14.72589327,-0.002822761,0.004335822
14.72436788,-0.002750866,0.004322705
14.72284249,-0.002720389,0.004314672
14.7213171,-0.002918219,0.004308946
14.71979171,-0.002825877,0.004309393
14.71826631,-0.00291646,0.004300292
14.71674092,-0.002827274,0.004494997
14.71521553,-0.002766864,0.004473556
14.71369014,-0.002785187,0.004231387
14.71216475,-0.002767982,0.004396516
14.71063936,-0.002866336,0.00433308
14.70911397,-0.002813388,0.004477339
14.70758858,-0.002792232,0.004399723
14.70606319,-0.002740004,0.004433381
14.7045378,-0.00275613,0.004350354
14.7030124,-0.002812334,0.004392084
14.70148701,-0.002709056,0.004346444
14.69996162,-0.00277732,0.004391973
14.69843623,-0.002779289,0.004360779
14.69691084,-0.002860769,0.004374044
14.69538545,-0.002707111,0.004429399
14.69386006,-0.002748862,0.004345372
14.69233467,-0.002821854,0.004410648
14.69080928,-0.002798035,0.004309519
14.68928388,-0.002777109,0.004364394
14.68775849,-0.00275944,0.004456003
14.6862331,-0.002664807,0.004488223
14.68470771,-0.002697586,0.00436056
14.68318232,-0.002841006,0.004301392
14.68165693,-0.002740106,0.004372715
14.68013154,-0.002729847,0.004402104
14.67860615,-0.002805692,0.004339087
14.67708076,-0.00275125,0.004428992
14.67555537,-0.002762728,0.004344475
14.67402997,-0.002649067,0.004370797
14.67250458,-0.002854546,0.004268323
14.67097919,-0.002814771,0.004327912
14.6694538,-0.002735577,0.004445536
14.66792841,-0.002782109,0.004368918
14.66640302,-0.002723971,0.004440245
14.66487763,-0.002712289,0.00434564
14.66335224,-0.00276018,0.004368843
14.66182685,-0.002831364,0.004362632
14.66030146,-0.00274981,0.004410423
14.65877606,-0.002747019,0.004301841
14.65725067,-0.002773909,0.00437686
14.65572528,-0.002831403,0.004378403
14.65419989,-0.002765407,0.004364829
14.6526745,-0.002837253,0.00442795
14.65114911,-0.002743278,0.00441692
14.64962372,-0.002728462,0.004396708
14.64809833,-0.002803596,0.004348497
14.64657294,-0.002732013,0.004421581
14.64504754,-0.002727986,0.004438651
14.64352215,-0.002777173,0.004326276
14.64199676,-0.002738014,0.004415236
14.64047137,-0.002766503,0.004382483
14.63894598,-0.002736871,0.004377256
14.63742059,-0.002764525,0.004306447
14.6358952,-0.002757417,0.004322708
14.63436981,-0.00280192,0.00438823
14.63284442,-0.002833076,0.004413523
14.63131903,-0.002807337,0.004495976
14.62979363,-0.002660641,0.004467657
14.62826824,-0.002663131,0.004361771
14.62674285,-0.002779803,0.004285276
14.62521746,-0.002628428,0.004376569
14.62369207,-0.002840731,0.004308304
14.62216668,-0.002782435,0.004376711
14.62064129,-0.002802324,0.004382134
14.6191159,-0.002770944,0.004361529
14.61759051,-0.002890259,0.004426525
14.61606511,-0.002814947,0.004472773
14.61453972,-0.002640094,0.00433081
14.61301433,-0.00279059,0.004451049
14.61148894,-0.002693318,0.004328034
14.60996355,-0.002779509,0.004350514
14.60843816,-0.002794291,0.004397731
14.60691277,-0.002820492,0.004449778
14.60538738,-0.0027215,0.004522623
14.60386199,-0.002651979,0.004381567
14.6023366,-0.00266964,0.004400468
14.6008112,-0.002724717,0.00433592
14.59928581,-0.00277609,0.004340629
14.59776042,-0.00275178,0.004361947
14.59623503,-0.00271489,0.004358969
14.59470964,-0.002761804,0.004323407
14.59318425,-0.002722846,0.004325576
14.59165886,-0.0027704,0.004335217
14.59013347,-0.002799117,0.004424913
14.58860808,-0.0028735,0.0042162
14.58708269,-0.002811913,0.00437939
14.58555729,-0.002835383,0.004335303
14.5840319,-0.002792386,0.00440681
14.58250651,-0.002870673,0.004407953
14.58098112,-0.002748921,0.004462279
14.57945573,-0.002808938,0.004367132
14.57793034,-0.00292728,0.004409965
14.57640495,-0.002849868,0.004473254
14.57487956,-0.002671349,0.004372009
14.57335417,-0.002734572,0.004598981
14.57182877,-0.002761331,0.004390588
14.57030338,-0.002677347,0.004524096
14.56877799,-0.002786821,0.004269209
14.5672526,-0.002675164,0.004394981
14.56572721,-0.00285287,0.004334468
14.56420182,-0.002783023,0.004409546
14.56267643,-0.00277657,0.004387511
14.56115104,-0.002810949,0.004466533
14.55962565,-0.002725754,0.004419965
14.55810026,-0.002800607,0.004482785
14.55657486,-0.002761886,0.00429737
14.55504947,-0.002795434,0.004383332
14.55352408,-0.002911288,0.004427759
14.55199869,-0.002751644,0.004493774
14.5504733,-0.002738072,0.00443858
14.54894791,-0.002691569,0.004403254
14.54742252,-0.00273718,0.004431571
14.54589713,-0.002777607,0.004379831
14.54437174,-0.002831795,0.004296874
14.54284634,-0.002826617,0.00445758
14.54132095,-0.002833454,0.004381662
14.53979556,-0.002911551,0.004529792
14.53827017,-0.002657169,0.004523075
14.53674478,-0.002764217,0.004471477
14.53521939,-0.002768196,0.004363992
14.533694,-0.002789356,0.004425876
14.53216861,-0.002812923,0.004512346
14.53064322,-0.002711579,0.004393985
14.52911783,-0.002710014,0.004483211
14.52759243,-0.002696835,0.004374194
14.52606704,-0.002754198,0.004433998
14.52454165,-0.002727028,0.004407659
14.52301626,-0.002691091,0.004411552
14.52149087,-0.00286325,0.004330159
14.51996548,-0.002809528,0.004530384
14.51844009,-0.002817803,0.004369866
14.5169147,-0.002691019,0.004540355
14.51538931,-0.002752931,0.004360445
14.51386392,-0.002657941,0.004426001
14.51233852,-0.002754144,0.004369154
14.51081313,-0.002832551,0.004340565
14.50928774,-0.00290424,0.004407002
14.50776235,-0.002777221,0.004467555
14.50623696,-0.002775806,0.004488433
14.50471157,-0.002860356,0.004468862
14.50318618,-0.002648721,0.004379252
14.50166079,-0.002857668,0.004372333
14.5001354,-0.002844487,0.004586815
14.49861,-0.002757743,0.004448384
14.49708461,-0.002735057,0.00442821
14.49555922,-0.002860549,0.004387512
14.49403383,-0.002758078,0.004560375
14.49250844,-0.002682552,0.004530024
14.49098305,-0.002796721,0.004290433
14.48945766,-0.002789629,0.004508679
14.48793227,-0.002823241,0.004514275
14.48640688,-0.002678136,0.004491115
14.48488149,-0.002715655,0.00437843
14.48335609,-0.002810496,0.004504246
14.4818307,-0.002711364,0.004477629
14.48030531,-0.002827458,0.00443261
14.47877992,-0.002773462,0.004397229
14.47725453,-0.002695983,0.004543405
14.47572914,-0.002768609,0.004428353
14.47420375,-0.002720787,0.004362534
14.47267836,-0.002714941,0.004495612
14.47115297,-0.002722623,0.004404027
14.46962758,-0.002802253,0.004376545
14.46810218,-0.002825878,0.004546229
14.46657679,-0.002725284,0.004448705
14.4650514,-0.002651026,0.004451516
14.46352601,-0.002842786,0.004412165
14.46200062,-0.002749077,0.004470792
14.46047523,-0.002782638,0.004423112
14.45894984,-0.002776588,0.004481092
14.45742445,-0.002702332,0.004391531
14.45589906,-0.002708654,0.00453187
14.45437366,-0.002790151,0.004338804
14.45284827,-0.002731152,0.004439262
14.45132288,-0.002689445,0.004413502
14.44979749,-0.002850393,0.004388761
14.4482721,-0.002730776,0.004465316
14.44674671,-0.00283977,0.004336444
14.44522132,-0.002799624,0.004370557
14.44369593,-0.002817585,0.004528539
14.44217054,-0.002848817,0.004453001
14.44064515,-0.00281397,0.004574922
14.43911975,-0.00276388,0.004346546
14.43759436,-0.002829322,0.00448505
14.43606897,-0.002697252,0.004567646
14.43454358,-0.002691472,0.004413064
14.43301819,-0.002769488,0.004339898
14.4314928,-0.002827577,0.00444939
14.42996741,-0.002855546,0.004443779
14.42844202,-0.002745532,0.004406421
14.42691663,-0.002815019,0.004415359
14.42539123,-0.002881464,0.004421448
14.42386584,-0.002850134,0.004563249
14.42234045,-0.00285343,0.00442829
14.42081506,-0.002803138,0.004524568
14.41928967,-0.00279973,0.004551677
14.41776428,-0.002805324,0.00444888
14.41623889,-0.002757295,0.004559782
14.4147135,-0.002740074,0.004484535
14.41318811,-0.002820359,0.004434462
14.41166272,-0.002860999,0.00446118
14.41013732,-0.002843633,0.004500549
14.40861193,-0.002863445,0.00462275
14.40708654,-0.002702201,0.004594141
14.40556115,-0.00277073,0.004517025
