X,Real,Imaginary,Altitude
14.81741673,-0.002829778,0.004344861,61.064912
14.81589134,-0.002828552,0.004279002,61.064912
14.81436595,-0.0027054,0.004256395,61.064912
14.81284056,-0.00273204,0.004325051,61.064912
14.81131517,-0.002891033,0.004226961,61.064912
14.80978978,-0.00283832,0.004332084,61.064912
14.80826439,-0.002746007,0.004310509,61.064912
14.80673899,-0.00278554,0.004324404,61.064912
14.8052136,-0.002756923,0.004348222,61.064912
14.80368821,-0.002831828,0.004233023,61.064912
14.80216282,-0.002701723,0.004187807,61.064912
14.80063743,-0.002843683,0.004346896,61.064912
14.79911204,-0.002845135,0.004283679,61.064912
14.79758665,-0.002841245,0.004298998,61.064912
14.79606126,-0.002790832,0.004380837,61.064912
14.79453587,-0.002773072,0.004267685,61.064912
14.79301048,-0.002842551,0.004358829,61.064912
14.79148508,-0.002739452,0.004414986,61.064912
14.78995969,-0.002807261,0.004288384,61.064912
14.7884343,-0.002816836,0.004360703,61.064912
14.78690891,-0.002745323,0.00431011,61.064912
14.78538352,-0.002741126,0.00438413,61.064912
14.78385813,-0.002794281,0.004222114,61.064912
14.78233274,-0.002689493,0.004360093,61.064912
14.78080735,-0.002879453,0.004264195,61.064912
14.77928196,-0.002805372,0.004423148,61.064912
14.77775657,-0.0027903,0.004295602,61.064912
14.77623117,-0.002723026,0.004339704,61.064912
14.77470578,-0.002845538,0.004277252,61.064912
14.77318039,-0.002682109,0.004361673,61.064912
14.771655,-0.00275211,0.00426017,61.064912
14.77012961,-0.002752685,0.004321492,61.064912
14.76860422,-0.002837817,0.004292988,61.064912
14.76707883,-0.00284466,0.004273341,61.064912
14.76555344,-0.00276784,0.004292288,61.064912
14.76402805,-0.002854148,0.004429559,61.064912
14.76250265,-0.002759981,0.004328788,61.064912
14.76097726,-0.00271374,0.004316339,61.064912
14.75945187,-0.002916705,0.004255051,61.064912
14.75792648,-0.002790244,0.004417204,61.064912
14.75640109,-0.002793797,0.00445153,61.064912
14.7548757,-0.002791222,0.004326372,61.064912
14.75335031,-0.002663649,0.004439624,61.064912
14.75182492,-0.002768228,0.00424153,61.064912
14.75029953,-0.002774488,0.004368242,61.064912
14.74877414,-0.002717356,0.004274225,61.064912
14.74724874,-0.002752348,0.004316279,61.064912
14.74572335,-0.002751086,0.004362033,61.064912
14.74419796,-0.002735232,0.004208628,61.064912
14.74267257,-0.002834951,0.004365066,61.064912
14.74114718,-0.002857572,0.004291864,61.064912
14.73962179,-0.00274629,0.004382426,61.064912
14.7380964,-0.00287422,0.004299361,61.064912
14.73657101,-0.002684087,0.004297036,61.064912
14.73504562,-0.002793204,0.004339778,61.064912
14.73352022,-0.002871278,0.004239703,61.064912
14.73199483,-0.002875951,0.004525875,61.064912
14.73046944,-0.002651886,0.004369641,61.064912
14.72894405,-0.002735341,0.004336773,61.064912
14.72741866,-0.002817276,0.004240958,61.064912
14.72589327,-0.002822761,0.004335822,61.064912
14.72436788,-0.002750866,0.004322705,61.064912
14.72284249,-0.002720389,0.004314672,61.064912
14.7213171,-0.002918219,0.004308946,61.064912
14.71979171,-0.002825877,0.004309393,61.064912
14.71826631,-0.00291646,0.004300292,61.064912
14.71674092,-0.002827274,0.004494997,61.064912
14.71521553,-0.002766864,0.004473556,61.064912
14.71369014,-0.002785187,0.004231387,61.064912
14.71216475,-0.002767982,0.004396516,61.064912
14.71063936,-0.002866336,0.00433308,61.064912
14.70911397,-0.002813388,0.004477339,61.064912
14.70758858,-0.002792232,0.004399723,61.064912
14.70606319,-0.002740004,0.004433381,61.064912
14.7045378,-0.00275613,0.004350354,61.064912
14.7030124,-0.002812334,0.004392084,61.064912
14.70148701,-0.002709056,0.004346444,61.064912
14.69996162,-0.00277732,0.004391973,61.064912
14.69843623,-0.002779289,0.004360779,61.064912
14.69691084,-0.002860769,0.004374044,61.064912
14.69538545,-0.002707111,0.004429399,61.064912
14.69386006,-0.002748862,0.004345372,61.064912
14.69233467,-0.002821854,0.004410648,61.064912
14.69080928,-0.002798035,0.004309519,61.064912
14.68928388,-0.002777109,0.004364394,61.064912
14.68775849,-0.00275944,0.004456003,61.064912
14.6862331,-0.002664807,0.004488223,61.064912
14.68470771,-0.002697586,0.00436056,61.064912
14.68318232,-0.002841006,0.004301392,61.064912
14.68165693,-0.002740106,0.004372715,61.064912
14.68013154,-0.002729847,0.004402104,61.064912
14.67860615,-0.002805692,0.004339087,61.064912
14.67708076,-0.00275125,0.004428992,61.064912
14.67555537,-0.002762728,0.004344475,61.064912
14.67402997,-0.002649067,0.004370797,61.064912
14.67250458,-0.002854546,0.004268323,61.064912
14.67097919,-0.002814771,0.004327912,61.064912
14.6694538,-0.002735577,0.004445536,61.064912
14.66792841,-0.002782109,0.004368918,61.064912
14.66640302,-0.002723971,0.004440245,61.064912
14.66487763,-0.002712289,0.00434564,61.064912
14.66335224,-0.00276018,0.004368843,61.064912
14.66182685,-0.002831364,0.004362632,61.064912
14.66030146,-0.00274981,0.004410423,61.064912
14.65877606,-0.002747019,0.004301841,61.064912
14.65725067,-0.002773909,0.00437686,61.064912
14.65572528,-0.002831403,0.004378403,61.064912
14.65419989,-0.002765407,0.004364829,61.064912
14.6526745,-0.002837253,0.00442795,61.064912
14.65114911,-0.002743278,0.00441692,61.064912
14.64962372,-0.002728462,0.004396708,61.064912
14.64809833,-0.002803596,0.004348497,61.064912
14.64657294,-0.002732013,0.004421581,61.064912
14.64504754,-0.002727986,0.004438651,61.064912
14.64352215,-0.002777173,0.004326276,61.064912
14.64199676,-0.002738014,0.004415236,61.064912
14.64047137,-0.002766503,0.004382483,61.064912
14.63894598,-0.002736871,0.004377256,61.064912
14.63742059,-0.002764525,0.004306447,61.064912
14.6358952,-0.002757417,0.004322708,61.064912
14.63436981,-0.00280192,0.00438823,61.064912
14.63284442,-0.002833076,0.004413523,61.064912
14.63131903,-0.002807337,0.004495976,61.064912
14.62979363,-0.002660641,0.004467657,61.064912
14.62826824,-0.002663131,0.004361771,61.064912
14.62674285,-0.002779803,0.004285276,61.064912
14.62521746,-0.002628428,0.004376569,61.064912
14.62369207,-0.002840731,0.004308304,61.064912
14.62216668,-0.002782435,0.004376711,61.064912
14.62064129,-0.002802324,0.004382134,61.064912
14.6191159,-0.002770944,0.004361529,61.064912
14.61759051,-0.002890259,0.004426525,61.064912
14.61606511,-0.002814947,0.004472773,61.064912
14.61453972,-0.002640094,0.00433081,61.064912
14.61301433,-0.00279059,0.004451049,61.064912
14.61148894,-0.002693318,0.004328034,61.064912
14.60996355,-0.002779509,0.004350514,61.064912
14.60843816,-0.002794291,0.004397731,61.064912
14.60691277,-0.002820492,0.004449778,61.064912
14.60538738,-0.0027215,0.004522623,61.064912
14.60386199,-0.002651979,0.004381567,61.064912
14.6023366,-0.00266964,0.004400468,61.064912
14.6008112,-0.002724717,0.00433592,61.064912
14.59928581,-0.00277609,0.004340629,61.064912
14.59776042,-0.00275178,0.004361947,61.064912
14.59623503,-0.00271489,0.004358969,61.064912
14.59470964,-0.002761804,0.004323407,61.064912
14.59318425,-0.002722846,0.004325576,61.064912
14.59165886,-0.0027704,0.004335217,61.064912
14.59013347,-0.002799117,0.004424913,61.064912
14.58860808,-0.0028735,0.0042162,61.064912
14.58708269,-0.002811913,0.00437939,61.064912
14.58555729,-0.002835383,0.004335303,61.064912
14.5840319,-0.002792386,0.00440681,61.064912
14.58250651,-0.002870673,0.004407953,61.064912
14.58098112,-0.002748921,0.004462279,61.064912
14.57945573,-0.002808938,0.004367132,61.064912
14.57793034,-0.00292728,0.004409965,61.064912
14.57640495,-0.002849868,0.004473254,61.064912
14.57487956,-0.002671349,0.004372009,61.064912
14.57335417,-0.002734572,0.004598981,61.064912
14.57182877,-0.002761331,0.004390588,61.064912
14.57030338,-0.002677347,0.004524096,61.064912
14.56877799,-0.002786821,0.004269209,61.064912
14.5672526,-0.002675164,0.004394981,61.064912
14.56572721,-0.00285287,0.004334468,61.064912
14.56420182,-0.002783023,0.004409546,61.064912
14.56267643,-0.00277657,0.004387511,61.064912
14.56115104,-0.002810949,0.004466533,61.064912
14.55962565,-0.002725754,0.004419965,61.064912
14.55810026,-0.002800607,0.004482785,61.064912
14.55657486,-0.002761886,0.00429737,61.064912
14.55504947,-0.002795434,0.004383332,61.064912
14.55352408,-0.002911288,0.004427759,61.064912
14.55199869,-0.002751644,0.004493774,61.064912
14.5504733,-0.002738072,0.00443858,61.064912
14.54894791,-0.002691569,0.004403254,61.064912
14.54742252,-0.00273718,0.004431571,61.064912
14.54589713,-0.002777607,0.004379831,61.064912
14.54437174,-0.002831795,0.004296874,61.064912
14.54284634,-0.002826617,0.00445758,61.064912
14.54132095,-0.002833454,0.004381662,61.064912
14.53979556,-0.002911551,0.004529792,61.064912
14.53827017,-0.002657169,0.004523075,61.064912
14.53674478,-0.002764217,0.004471477,61.064912
14.53521939,-0.002768196,0.004363992,61.064912
14.533694,-0.002789356,0.004425876,61.064912
14.53216861,-0.002812923,0.004512346,61.064912
14.53064322,-0.002711579,0.004393985,61.064912
14.52911783,-0.002710014,0.004483211,61.064912
14.52759243,-0.002696835,0.004374194,61.064912
14.52606704,-0.002754198,0.004433998,61.064912
14.52454165,-0.002727028,0.004407659,61.064912
14.52301626,-0.002691091,0.004411552,61.064912
14.52149087,-0.00286325,0.004330159,61.064912
14.51996548,-0.002809528,0.004530384,61.064912
14.51844009,-0.002817803,0.004369866,61.064912
14.5169147,-0.002691019,0.004540355,61.064912
14.51538931,-0.002752931,0.004360445,61.064912
14.51386392,-0.002657941,0.004426001,61.064912
14.51233852,-0.002754144,0.004369154,61.064912
14.51081313,-0.002832551,0.004340565,61.064912
14.50928774,-0.00290424,0.004407002,61.064912
14.50776235,-0.002777221,0.004467555,61.064912
14.50623696,-0.002775806,0.004488433,61.064912
14.50471157,-0.002860356,0.004468862,61.064912
14.50318618,-0.002648721,0.004379252,61.064912
14.50166079,-0.002857668,0.004372333,61.064912
14.5001354,-0.002844487,0.004586815,61.064912
14.49861,-0.002757743,0.004448384,61.064912
14.49708461,-0.002735057,0.00442821,61.064912
14.49555922,-0.002860549,0.004387512,61.064912
14.49403383,-0.002758078,0.004560375,61.064912
14.49250844,-0.002682552,0.004530024,61.064912
14.49098305,-0.002796721,0.004290433,61.064912
14.48945766,-0.002789629,0.004508679,61.064912
14.48793227,-0.002823241,0.004514275,61.064912
14.48640688,-0.002678136,0.004491115,61.064912
14.48488149,-0.002715655,0.00437843,61.064912
14.48335609,-0.002810496,0.004504246,61.064912
14.4818307,-0.002711364,0.004477629,61.064912
14.48030531,-0.002827458,0.00443261,61.064912
14.47877992,-0.002773462,0.004397229,61.064912
14.47725453,-0.002695983,0.004543405,61.064912
14.47572914,-0.002768609,0.004428353,61.064912
14.47420375,-0.002720787,0.004362534,61.064912
14.47267836,-0.002714941,0.004495612,61.064912
14.47115297,-0.002722623,0.004404027,61.064912
14.46962758,-0.002802253,0.004376545,61.064912
14.46810218,-0.002825878,0.004546229,61.064912
14.46657679,-0.002725284,0.004448705,61.064912
14.4650514,-0.002651026,0.004451516,61.064912
14.46352601,-0.002842786,0.004412165,61.064912
14.46200062,-0.002749077,0.004470792,61.064912
14.46047523,-0.002782638,0.004423112,61.064912
14.45894984,-0.002776588,0.004481092,61.064912
14.45742445,-0.002702332,0.004391531,61.064912
14.45589906,-0.002708654,0.00453187,61.064912
14.45437366,-0.002790151,0.004338804,61.064912
14.45284827,-0.002731152,0.004439262,61.064912
14.45132288,-0.002689445,0.004413502,61.064912
14.44979749,-0.002850393,0.004388761,61.064912
14.4482721,-0.002730776,0.004465316,61.064912
14.44674671,-0.00283977,0.004336444,61.064912
14.44522132,-0.002799624,0.004370557,61.064912
14.44369593,-0.002817585,0.004528539,61.064912
14.44217054,-0.002848817,0.004453001,61.064912
14.44064515,-0.00281397,0.004574922,61.064912
14.43911975,-0.00276388,0.004346546,61.064912
14.43759436,-0.002829322,0.00448505,61.064912
14.43606897,-0.002697252,0.004567646,61.064912
14.43454358,-0.002691472,0.004413064,61.064912
14.43301819,-0.002769488,0.004339898,61.064912
14.4314928,-0.002827577,0.00444939,61.064912
14.42996741,-0.002855546,0.004443779,61.064912
14.42844202,-0.002745532,0.004406421,61.064912
14.42691663,-0.002815019,0.004415359,61.064912
14.42539123,-0.002881464,0.004421448,61.064912
14.42386584,-0.002850134,0.004563249,61.064912
14.42234045,-0.00285343,0.00442829,61.064912
14.42081506,-0.002803138,0.004524568,61.064912
14.41928967,-0.00279973,0.004551677,61.064912
14.41776428,-0.002805324,0.00444888,61.064912
14.41623889,-0.002757295,0.004559782,61.064912
14.4147135,-0.002740074,0.004484535,61.064912
14.41318811,-0.002820359,0.004434462,61.064912
14.41166272,-0.002860999,0.00446118,61.064912
14.41013732,-0.002843633,0.004500549,61.064912
14.40861193,-0.002863445,0.00462275,61.064912
14.40708654,-0.002702201,0.004594141,61.064912
14.40556115,-0.00277073,0.004517025,61.064912
14.40403576,-0.002747851,0.004492924,61.064912
14.40251037,-0.002769984,0.004544657,61.064912
14.40098498,-0.002790935,0.004540366,61.064912
14.39945959,-0.002668745,0.004498934,61.064912
14.3979342,-0.00272105,0.00443422,61.064912
14.39640881,-0.002874877,0.004463251,61.064912
14.39488341,-0.002789544,0.004599625,61.064912
14.39335802,-0.002646101,0.004413227,61.064912
14.39183263,-0.00283169,0.004449817,61.064912
14.39030724,-0.002711667,0.004585116,61.064912
14.38878185,-0.002742794,0.00446842,61.064912
14.38725646,-0.002815771,0.004451441,61.064912
14.38573107,-0.002797152,0.004504048,61.064912
14.38420568,-0.002756974,0.00454677,61.064912
14.38268029,-0.002750428,0.004543713,61.064912
14.38115489,-0.002715524,0.004416032,61.064912
14.3796295,-0.002846594,0.004505225,61.064912
14.37810411,-0.002748579,0.004500041,61.064912
14.37657872,-0.002797525,0.004608331,61.064912
14.37505333,-0.002709971,0.004547935,61.064912
14.37352794,-0.002803591,0.004424841,61.064912
14.37200255,-0.002694691,0.004553721,61.064912
14.37047716,-0.002713562,0.00454171,61.064912
14.36895177,-0.002776878,0.004499709,61.064912
14.36742638,-0.002779026,0.004408738,61.064912
14.36590098,-0.002682493,0.004450348,61.064912
14.36437559,-0.002803688,0.00444867,61.064912
14.3628502,-0.002732665,0.004575519,61.064912
14.36132481,-0.002804778,0.004444907,61.064912
14.35979942,-0.002772058,0.004431704,61.064912
14.35827403,-0.002816888,0.004510826,61.064912
14.35674864,-0.002774804,0.004567476,61.064912
14.35522325,-0.002871206,0.004581537,61.064912
14.35369786,-0.002766151,0.004531854,61.064912
14.35217246,-0.002662062,0.004493575,61.064912
14.35064707,-0.00275357,0.004570225,61.064912
14.34912168,-0.00273953,0.004504484,61.064912
14.34759629,-0.002774297,0.004527392,61.064912
14.3460709,-0.002681764,0.004523698,61.064912
14.34454551,-0.002810522,0.004462424,61.064912
14.34302012,-0.002715588,0.004530056,61.064912
14.34149473,-0.002755468,0.004539518,61.064912
14.33996934,-0.002675113,0.004413568,61.064912
14.33844395,-0.002715938,0.004518992,61.064912
14.33691855,-0.002862457,0.004503058,61.064912
14.33539316,-0.002754652,0.004465181,61.064912
14.33386777,-0.002746296,0.004443561,61.064912
14.33234238,-0.002752446,0.00453408,61.064912
14.33081699,-0.002806406,0.004484713,61.064912
14.3292916,-0.002720283,0.004479458,61.064912
14.32776621,-0.00285019,0.004464595,61.064912
14.32624082,-0.002744058,0.004458627,61.064912
14.32471543,-0.002908223,0.004534845,61.064912
14.32319004,-0.002754028,0.004668431,61.064912
14.32166464,-0.002731694,0.004557084,61.064912
14.32013925,-0.002675019,0.004523269,61.064912
14.31861386,-0.002667886,0.004451475,61.064912
14.31708847,-0.002842213,0.004462935,61.064912
14.31556308,-0.002790216,0.004505439,61.064912
14.31403769,-0.002704282,0.004493781,61.064912
14.3125123,-0.002703236,0.004525581,61.064912
14.31098691,-0.002785832,0.004451272,61.064912
14.30946152,-0.002784499,0.004479048,61.064912
14.30793612,-0.002766943,0.004424897,61.064912
14.30641073,-0.002843603,0.004439436,61.064912
14.30488534,-0.002874932,0.004496047,61.064912
14.30335995,-0.002856814,0.004515061,61.064912
14.30183456,-0.002794497,0.004506027,61.064912
14.30030917,-0.002808217,0.00448299,61.064912
14.29878378,-0.002834389,0.004474204,61.064912
14.29725839,-0.002886244,0.004596495,61.064912
14.295733,-0.002888072,0.004575539,61.064912
14.29420761,-0.0027871,0.004589708,61.064912
14.29268221,-0.002770024,0.004562559,61.064912
14.29115682,-0.00275967,0.004503749,61.064912
14.28963143,-0.002827425,0.004548543,61.064912
14.28810604,-0.002859467,0.00466189,61.064912
14.28658065,-0.002790185,0.004611884,61.064912
14.28505526,-0.002792114,0.004567673,61.064912
14.28352987,-0.002690904,0.004674854,61.064912
14.28200448,-0.002797297,0.004536645,61.064912
14.28047909,-0.002677349,0.004551115,61.064912
14.2789537,-0.002789001,0.004484182,61.064912
14.2774283,-0.002785276,0.004627763,61.064912
14.27590291,-0.002723801,0.004622734,61.064912
14.27437752,-0.002751327,0.004540495,61.064912
14.27285213,-0.002744895,0.004537354,61.064912
14.27132674,-0.002660729,0.004519671,61.064912
14.26980135,-0.00270847,0.004507387,61.064912
14.26827596,-0.002743461,0.004492552,61.064912
14.26675057,-0.002767206,0.004450314,61.064912
14.26522518,-0.002851836,0.004556261,61.064912
14.26369978,-0.002723278,0.004551269,61.064912
14.26217439,-0.00279485,0.004475565,61.064912
14.260649,-0.002768893,0.004485535,61.064912
14.25912361,-0.002849014,0.004636987,61.064912
14.25759822,-0.002702662,0.004461948,61.064912
14.25607283,-0.002816007,0.004511132,61.064912
14.25454744,-0.002843878,0.00444638,61.064912
14.25302205,-0.002903321,0.004581217,61.064912
14.25149666,-0.0027798,0.004671544,61.064912
14.24997127,-0.002732337,0.004496578,61.064912
14.24844587,-0.002854478,0.004604729,61.064912
14.24692048,-0.002784709,0.00462373,61.064912
14.24539509,-0.002773308,0.00461503,61.064912
14.2438697,-0.002651379,0.004541583,61.064912
14.24234431,-0.002775562,0.004514844,61.064912
14.24081892,-0.002866564,0.004531538,61.064912
14.23929353,-0.002727243,0.00463831,61.064912
14.23776814,-0.00267411,0.004477782,61.064912
14.23624275,-0.002808471,0.004435638,61.064912
14.23471735,-0.002829663,0.004577897,61.064912
14.23319196,-0.0028583,0.004587767,61.064912
14.23166657,-0.002778158,0.0045052,61.064912
14.23014118,-0.002882824,0.004581922,61.064912
14.22861579,-0.002839625,0.004616443,61.064912
14.2270904,-0.002784708,0.004649041,61.064912
14.22556501,-0.002750042,0.004632133,61.064912
14.22403962,-0.002719964,0.004648275,61.064912
14.22251423,-0.002774631,0.004508328,61.064912
14.22098884,-0.002707808,0.004642858,61.064912
14.21946344,-0.002750252,0.00454686,61.064912
14.21793805,-0.002725455,0.004512792,61.064912
14.21641266,-0.002820945,0.004569666,61.064912
14.21488727,-0.00269528,0.004528325,61.064912
14.21336188,-0.00277536,0.004575016,61.064912
14.21183649,-0.002872302,0.004510009,61.064912
14.2103111,-0.002702231,0.004648815,61.064912
14.20878571,-0.002865715,0.004467887,61.064912
14.20726032,-0.002737478,0.004606089,61.064912
14.20573493,-0.002714376,0.004590104,61.064912
14.20420953,-0.002848607,0.004489133,61.064912
14.20268414,-0.002798501,0.004595548,61.064912
14.20115875,-0.002700076,0.004471639,61.064912
14.19963336,-0.002763937,0.004601403,61.064912
14.19810797,-0.00283086,0.004478296,61.064912
14.19658258,-0.002983409,0.004577689,61.064912
14.19505719,-0.002830142,0.004625065,61.064912
14.1935318,-0.002814652,0.004516264,61.064912
14.19200641,-0.002745273,0.004686848,61.064912
14.19048101,-0.002774642,0.00459969,61.064912
14.18895562,-0.002812766,0.004525518,61.064912
14.18743023,-0.002766778,0.004648557,61.064912
14.18590484,-0.002852091,0.004580787,61.064912
14.18437945,-0.002829465,0.004510998,61.064912
14.18285406,-0.002855341,0.004525761,61.064912
14.18132867,-0.002854136,0.004744754,61.064912
14.17980328,-0.002722008,0.004633216,61.064912
14.17827789,-0.002765594,0.004576587,61.064912
14.1767525,-0.002819805,0.00456437,61.064912
14.1752271,-0.002797789,0.004611326,61.064912
14.17370171,-0.002829457,0.004560822,61.064912
14.17217632,-0.002737254,0.004649012,61.064912
14.17065093,-0.002806097,0.004601268,61.064912
14.16912554,-0.002762119,0.004648078,61.064912
14.16760015,-0.002806393,0.004555908,61.064912
14.16607476,-0.002828589,0.004581136,61.064912
14.16454937,-0.00280526,0.004577189,61.064912
14.16302398,-0.002724515,0.004627003,61.064912
14.16149859,-0.002815501,0.004637427,61.064912
14.15997319,-0.002796921,0.004557876,61.064912
14.1584478,-0.002817858,0.004565012,61.064912
14.15692241,-0.002806635,0.004568118,61.064912
14.15539702,-0.002866268,0.004779064,61.064912
14.15387163,-0.002790298,0.004594146,61.064912
14.15234624,-0.002870612,0.004570718,61.064912
14.15082085,-0.002845014,0.0047417,61.064912
14.14929546,-0.002740537,0.004616921,61.064912
14.14777007,-0.002675278,0.004614828,61.064912
14.14624467,-0.002794885,0.004620707,61.064912
14.14471928,-0.002819721,0.004667548,61.064912
14.14319389,-0.002766435,0.004583774,61.064912
14.1416685,-0.00280544,0.00461945,61.064912
14.14014311,-0.002715196,0.004577372,61.064912
14.13861772,-0.002891888,0.00458018,61.064912
14.13709233,-0.002865013,0.004679614,61.064912
14.13556694,-0.002779684,0.004756748,61.064912
14.13404155,-0.002726823,0.004642292,61.064912
14.13251616,-0.002819276,0.004553824,61.064912
14.13099076,-0.002752714,0.004701487,61.064912
14.12946537,-0.002767916,0.004682084,61.064912
14.12793998,-0.002748036,0.004650299,61.064912
14.12641459,-0.002754906,0.004597867,61.064912
14.1248892,-0.002831331,0.004583158,61.064912
14.12336381,-0.002771987,0.004623997,61.064912
14.12183842,-0.002678445,0.004631296,61.064912
14.12031303,-0.002736408,0.004596387,61.064912
14.11878764,-0.00284545,0.004590247,61.064912
14.11726224,-0.002885459,0.00461966,61.064912
14.11573685,-0.002793868,0.004676566,61.064912
14.11421146,-0.002731815,0.00462863,61.064912
14.11268607,-0.002771791,0.004585963,61.064912
14.11116068,-0.002855084,0.004570273,61.064912
14.10963529,-0.002841311,0.0046574,61.064912
