X,Real,Imaginary
14.99588748,-0.002635413,0.004157443
14.99436209,-0.002684039,0.003994472
14.9928367,-0.00274095,0.004043547
14.99131131,-0.002695218,0.004026254
14.98978592,-0.002640016,0.004100349
14.98826053,-0.002728797,0.004073487
14.98673514,-0.002781104,0.004047649
14.98520975,-0.002655826,0.004038611
14.98368436,-0.002685982,0.004005067
14.98215896,-0.002751534,0.004116734
14.98063357,-0.002758178,0.004034149
14.97910818,-0.002743841,0.004150255
14.97758279,-0.002704525,0.004071113
14.9760574,-0.002685739,0.004029846
14.97453201,-0.002775755,0.004102152
14.97300662,-0.00265934,0.00413885
14.97148123,-0.002749068,0.004058004
14.96995584,-0.002689914,0.00415646
14.96843045,-0.002670743,0.004059574
14.96690505,-0.002711862,0.004059141
14.96537966,-0.002718828,0.00395626
14.96385427,-0.002747672,0.004162305
14.96232888,-0.002665409,0.004152556
14.96080349,-0.002662591,0.004054572
14.9592781,-0.00274364,0.003929257
14.95775271,-0.00287913,0.004072602
14.95622732,-0.002702975,0.004179184
14.95470193,-0.002656921,0.004108872
14.95317653,-0.002763655,0.004085326
14.95165114,-0.002728771,0.004027584
14.95012575,-0.002758115,0.004078741
14.94860036,-0.002729501,0.004079896
14.94707497,-0.00276815,0.004059758
14.94554958,-0.002795942,0.004128571
14.94402419,-0.002732481,0.00422454
14.9424988,-0.002677071,0.004171384
14.94097341,-0.002685809,0.004109619
14.93944802,-0.002770925,0.00408848
14.93792262,-0.002731231,0.004159757
14.93639723,-0.002631203,0.004169153
14.93487184,-0.002790576,0.004099945
14.93334645,-0.002589743,0.004173793
14.93182106,-0.002683714,0.004065572
14.93029567,-0.002691101,0.004029086
14.92877028,-0.002770454,0.004135274
14.92724489,-0.00275234,0.004121311
14.9257195,-0.002573058,0.004172358
14.9241941,-0.002720457,0.004182518
14.92266871,-0.002651963,0.00401018
14.92114332,-0.002701082,0.004115557
14.91961793,-0.00269278,0.004068086
14.91809254,-0.002752097,0.004105258
14.91656715,-0.002777628,0.004046422
14.91504176,-0.002724209,0.004126543
14.91351637,-0.002748117,0.004108123
14.91199098,-0.002694329,0.004218244
14.91046559,-0.002589836,0.00408647
14.90894019,-0.002757643,0.004075561
14.9074148,-0.002753964,0.00413068
14.90588941,-0.002707373,0.004079535
14.90436402,-0.002804345,0.004074936
14.90283863,-0.002660891,0.004230337
14.90131324,-0.002685279,0.004131762
14.89978785,-0.002767246,0.004223665
14.89826246,-0.002664469,0.004102023
14.89673707,-0.002639541,0.004082106
14.89521168,-0.002746421,0.004087349
14.89368628,-0.002694754,0.004147454
14.89216089,-0.002698455,0.004144202
14.8906355,-0.002685768,0.004172154
14.88911011,-0.00266069,0.00411212
14.88758472,-0.002737028,0.004158421
14.88605933,-0.002589229,0.004205888
14.88453394,-0.002609969,0.004046539
14.88300855,-0.002714033,0.004044935
14.88148316,-0.00274161,0.004014275
14.87995776,-0.002692511,0.004130204
14.87843237,-0.002657188,0.004053063
14.87690698,-0.00274574,0.004055054
14.87538159,-0.002696621,0.004027377
14.8738562,-0.002778522,0.004151849
14.87233081,-0.002755937,0.004169339
14.87080542,-0.002751225,0.004085461
14.86928003,-0.002798076,0.00403454
14.86775464,-0.00280974,0.004183298
14.86622925,-0.002696077,0.004189199
14.86470385,-0.002713826,0.004126214
